,ente,população,estado_do_processo,data_adesao
,Rorainópolis,28.215 , - , - 
,São João da Baliza,7.740 , - , - 
,São Luiz ,7.597 , - , - 
,Uiramutã,9.836 , 1 ,30/10/2013
,SANTA CATARINA,7.001.161, Sim ,7/3/2013
,Florianópolis,485.838 , 1 ,19/9/2013
,Abdon Batista,2.604 , 1 ,16/5/2017
,Abelardo Luz,17.847 , 1 ,13/12/2013
,Agrolândia,10.581 , 1 ,16/10/2014
,Agronômica,5.437 , 1 ,2/12/2015
,Água Doce,7.154 , 1 ,7/5/2014
,Águas de Chapecó,6.445 , 1 ,7/5/2014
,Águas Frias,2.387 , 1 ,19/4/2017
,Águas Mornas,6.298 , 1 ,20/9/2018
,Alfredo Wagner,9.960 , - ,
,Alto Bela Vista,1.967 , 1 ,12/8/2014
,Anchieta,5.832 , 1 ,24/4/2015
,Angelina,4.943 , - ,
,Anita Garibaldi,7.537 , 1 ,25/11/2013
,Anitápolis,3.248 , - ,
,Antônio Carlos,8.327 , 1 ,30/7/2014
,Apiúna,10.542 , 1 ,26/2/2014
,Arabutã,4.281 , - ,
,Araquari,35.268 , 1 ,21/3/2013
,Araranguá,67.110 , 1 ,5/9/2013
,Armazém,8.520 , - ,
,Arroio Trinta,3.564 , - ,
,Arvoredo,2.261 , 1 ,19/4/2017
,Ascurra,7.877 , 1 ,3/12/2013
,Atalanta,3.254 , 1 ,16/6/2017
,Aurora,5.688 , - ,
,Balneario Arroio do  Silva,12.344 , 1 ,12/12/2014
,Balneario Barra do Sul,10.317 , 1 ,3/12/2013
,Balneário Camboriú,135.268 , 1 ,22/7/2013
,Balneário Piçarras,21.884 , 1 ,21/6/2016
,Balneário Rincão,12.403 , 1 ,21/8/2014
,Balneário Gaivota,10.413 , 1 ,24/4/2015
,Bandeirante,2.751 , - ,
,Barra Bonita,1.739 , - ,
,Barra Velha,27.781 , 1 ,17/9/2013
,Bela Vista do Toldo,6.304 , - ,
,Belmonte,2.709 , - ,
,Benedito Novo,11.425 , - ,
,Biguaçu,66.558 , 1 ,12/4/2013
,Blumenau,348.513 , 1 ,21/1/2013
,Bocaina do Sul,3.456 , - ,
,Bom Jardim da Serra,18.623 , 1 ,12/4/2013
,Bom Jesus ,4.694 , - ,
,Bom Jesus do Oeste,2.919 , 1 ,21/8/2014
,Bom Retiro,2.151 , 1 ,15/1/2014
,Bombinhas,9.796 , 1 ,17/9/2013
,Botuverá,5.100 , - ,
,Braço do Norte,32.648 , 1 ,14/8/2013
,Braço do Trombudo,3.709 , 1 ,16/6/2017
,Brunópolis,2.539 , 1 ,7/5/2014
,Brusque,128.818 , 1 ,12/4/2013
,Caçador,77.323 , 1 ,28/12/2012
,Caibi,6.213 , 1 ,16/9/2014
,Calmon,3.380 , 1 ,12/8/2014
,Camboriú,78.731 , 1 ,14/11/2013
,Campo Alegre,12.012 , 1 ,14/12/2012
,Campo Belo do Sul,7.177 , 1 ,26/2/2014
,Campo Erê,8.787 , 1 ,24/7/2013
,Campos Novos,35.710 , 1 ,29/5/2015
,Canelinha,11.944 , 1 ,31/5/2016
,Canoinhas,54.403 , 1 ,3/12/2013
,Capão Alto,2.597 , - ,
,Capinzal,22.524 , 1 ,7/5/2014
,Capivari de Baixo,24.298 , 1 ,12/8/2014
,Catanduvas,10.632 , 1 ,25/11/2013
,Caxambu do Sul,3.850 , 1 ,18/1/2013
,Celso Ramos,2.760 , - ,
,Cerro Negro,3.254 , - ,
,Chapadão do Lageado,2.953 , 1 ,17/9/2013
,Chapecó,213.279 , 1 ,21/3/2013
,Cocal do Sul,16.446 , 1 ,31/5/2016
,Concórdia,73.766 , 1 ,23/11/2017
,Cordilheira Alta,4.321 , - ,
,Coronel Freitas,10.130 , 1 ,16/9/2014
,Coronel Martins,2.548 , 1 ,21/8/2014
,Correia Pinto,15.541 , 1 ,17/9/2013
,Corupá,13.358 , 1 ,2/1/2013
,Criciúma,211.369 , 1 ,12/4/2013
,Cunha Porã,11.057 , 1 ,31/8/2015
,Cunhataí,1.955 , 1 ,31/8/2015
,Curitibanos,39.566 , 1 ,16/9/2014
,Descanso,8.399 , 1 ,28/7/2017
,Dionísio Cerqueira,15.450 , 1 ,31/5/2016
,Dona Emma,4.081 , - ,
,Doutor Pedrinho,4.043 , 1 ,12/12/2014
,Entre Rios,3.183 , - ,
,Ermo,2.076 , 1 ,21/8/2014
,Erval Velho,4.480 , 1 ,7/7/2015
,Faxinal dos Guedes,10.745 , 1 ,18/1/2013
,Flor do Sertão,1.594 , 1 ,12/11/2015
,Formosa do Sul,2.549 , 1 ,18/1/2013
,Forquilhinha,25.988 , 1 ,21/3/2013
,Fraiburgo,36.261 , 1 ,2/12/2015
,Frei Rogério,2.146 , 1 ,15/1/2014
,Galvão,3.058 , 1 ,16/9/2014
,Garopaba,22.082 , 1 ,15/1/2014
,Garuva,17.479 , 1 ,24/9/2018
,Gaspar,67.392 , 1 ,6/9/2013
,Governador Celso Ramos,14.229 , 1 ,3/7/2018
,Grão Pará,6.537 , - ,
,Gravatal,11.394 , 1 ,19/9/2013
,Guabiruba,22.732 , 1 ,25/11/2013
,Guaraciaba,10.259 , 1 ,12/8/2014
,Guaramirim,42.872 , 1 ,4/11/2014
,Guarujá do Sul,5.139 , 1 ,26/6/2018
,Guatambú,4.733 , 1 ,3/12/2013
,Herval D'Oeste,22.443 , 1 ,21/3/2013
,Ibiam ,1.967 , - ,
,Ibicaré,3.268 , - ,
,Ibirama,18.721 , 1 ,14/6/2013
,Içara,54.845 , 1 ,4/3/2013
,Ilhota,13.857 , 1 ,3/12/2013
,Imaruí,10.571 , - ,
,Imbituba,44.076 , 1 ,20/8/2013
,Imbuia,6.133 , - ,
,Indaial,66.497 , 1 ,18/1/2013
,Iomerê,2.917 , 1 ,21/8/2014
,Ipira,4.562 , 1 ,14/6/2013
,Iporã do Oeste,8.930 , 1 ,21/8/2014
,Ipuaçu,7.400 , 1 ,6/9/2013
,Ipumirim,7.561 , 1 ,21/8/2014
,Iraceminha,4.067 , 1 ,2/5/2017
,Irani,10.285 , 1 ,16/10/2014
,Irati,1.984 , 1 ,12/8/2014
,Irineópolis,11.133 , - ,
,Itá,6.275 , 1 ,18/6/2013
,Itaiópolis,21.506 , 1 ,19/9/2013
,Itajaí,212.615 , 1 ,30/7/2014
,Itapema,61.187 , 1 ,15/1/2014
,Itapiranga,16.683 , 1 ,16/10/2014
,Itapoá,19.355 , 1 ,12/8/2014
,Ituporanga,24.622 , 1 ,3/5/2013
,Jaborá,3.990 , 1 ,30/7/2014
,Jacinto Machado,10.539 , 1 ,30/7/2014
,Jaguaruna,19.527 , 1 ,16/9/2014
,Jaraguá do Sul,170.835 , 1 ,7/7/2015
,Jardinópolis,1.625 , 1 ,30/7/2014
,Joaçaba,29.608 , 1 ,14/11/2013
,Joinville,577.077 , 1 ,18/1/2013
,José Boiteux,4.887 , 1 ,13/8/2018
,Jupiá,2.127 , 1 ,16/9/2014
,Lacerdópolis,2.251 , 1 ,21/7/2014
,Lages,158.508 , 1 ,12/9/2013
,Laguna,45.311 , 1 ,16/9/2014
,Lajeado Grande,1.453 , 1 ,18/1/2013
,Laurentino,6.790 , 1 ,13/8/2018
,Lauro Muller,15.149 , 1 ,16/10/2014
,Lebon Régis,12.133 , - ,
,Leoberto Leal,3.140 , 1 ,31/5/2016
,Lindóia do Sul,4.615 , - ,
,Lontras,11.774 , 1 ,30/4/2018
,Luiz Alves,12.413 , - ,
,Luzerna,5.705 , 1 ,14/6/2013
,Macieira,1.799 , 1 ,25/1/2013
,Mafra,55.907 , 1 ,19/9/2013
,Major Gercino,3.429 , - ,
,Major Vieira,8.015 , - ,
,Maracajá,7.139 , 1 ,21/1/2013
,Maravilha,25.076 , 1 ,13/12/2013
,Marema,1.906 , 1 ,19/8/2013
,Massaranduba,16.455 , 1 ,24/4/2015
,Matos Costa,2.614 , - ,
,Meleiro,7.047 , 1 ,5/2/2014
,Mirim Doce,2.374 , 1 ,16/5/2017
,Modelo,4.192 , 1 ,27/7/2015
,Mondaí,11.496 , - ,
,Monte Carlo,9.785 , - ,
,Monte Castelo,8.471 , 1 ,14/11/2013
,Morro da Fumaça,17.532 , - ,
,Morro Grande,2.915 , - ,
,Navegantes,77.137 , 1 ,21/3/2013
,Nova Erechim,4.879 , 1 ,18/1/2013
,Nova Itaberaba,4.339 , 1 ,21/8/2014
,Nova Trento,14.099 , 1 ,16/5/2017
,Nova Veneza,14.837 , 1 ,27/7/2015
,Novo Horizonte,2.532 , 1 ,21/1/2013
,Orleans,22.723 , 1 ,18/1/2013
,Otacílio Costa,18.313 , 1 ,3/12/2013
,Ouro,7.363 , 1 ,9/10/2013
,Ouro Verde,2.245 , 1 ,18/1/2013
,Paial,1.577 , 1 ,30/11/2018
,Painel,2.376 , - ,
,Palhoça,164.926 , 1 ,16/10/2014
,Palma Sola,7.558 , 1 ,4/4/2018
,Palmeira,2.586 , - ,
,Palmitos,16.253 , 1 ,18/1/2013
,Papanduva,19.015 , - ,
,Paraíso,3.613 , - ,
,Passo de Torres,8.370 , 1 ,13/12/2013
,Passos Maia,4.243 , 1 ,21/1/2013
,Paulo Lopes,7.360 , - ,
,Pedras Grandes,4.026 , - ,
,Penha,31.025 , - ,
,Peritiba,2.855 , 1 ,25/11/2013
,Pescaria Brava,9.980 , 1 ,16/10/2014
,Petrolândia,6.021 , 1 ,15/1/2014
,Pinhalzinho,19.511 , 1 ,7/7/2015
,Pinheiro Preto,3.480 , 1 ,5/2/2014
,Piratuba,4.102 , 1 ,21/3/2013
,Planalto Alegre,2.844 , 1 ,20/11/2014
,Pomerode,32.334 , 1 ,9/10/2013
,Ponte Alta,4.767 , - ,
,Ponte Alta do Norte,3.413 , - ,
,Ponte Serrada,11.545 , 1 ,21/1/2013
,Porto Belo,20.294 , 1 ,26/2/2014
,Porto União,35.207 , 1 ,5/2/2014
,Pouso Redondo,16.957 , 1 ,3/4/2014
,Praia Grande,7.364 , 1 ,3/4/2014
,Presidente Castello Branco,1.610 , 1 ,12/4/2013
,Presidente Getúlio,16.996 , 1 ,31/8/2015
,Presidente Nereu,2.304 , 1 ,3/12/2013
,Princesa,2.906 , - ,
,Quilombo,10.044 , 1 ,16/8/2013
,Rancho Queimado,2.871 , 1 ,22/3/2017
,Rio das Antas,6.246 , - ,
,Rio do Campo,6.043 , 1 ,30/7/2014
,Rio do Oeste,7.463 , 1 ,12/4/2013
,Rio do Sul,69.188 , 1 ,18/4/2013
,Rio dos Cedros,11.431, - ,
,Rio Fortuna,4.606 , 1 ,25/1/2013
,Rio Negrinho,42.029 , 1 ,14/8/2013
,Rio Rufino,2.489 , 1 ,18/4/2013
,Riqueza,4.670 , 1 ,16/8/2013
,Rodeio,11.488 , 1 ,7/5/2014
,Romelândia,5.022 , - ,
,Salete,7.634 , 1 ,21/8/2018
,Saltinho,3.847 , 1 ,3/12/2013
,Salto Veloso,4.655 , 1 ,12/9/2013
,Sangão,12.233 , 1 ,14/11/2013
,Santa Cecília,16.701 , - ,
,Santa Helena,2.266 , - ,
,Santa Rosa de Lima ,2.139 , 1 ,2/10/2017
,Santa Rosa do Sul,8.356 , 1 ,15/1/2014
,Santa Terezinha,8.846 , - ,
,Santa Terezinha do Progresso,2.557 , 1 ,7/7/2015
,Santiago do Sul,1.317 , 1 ,16/6/2017
,Santo Amaro da Imperatriz,22.609 , 1 ,24/4/2015
,São Bento do Sul ,82.842 , 1 ,16/8/2013
,São Bernardino,2.449 , - ,
,São Bonifácio,2.899 , 1 ,24/9/2018
,São Carlos,11.132 , 1 ,21/1/2013
,São Cristovão do Sul,5.464 , 1 ,16/10/2014
,São Domingos ,9.502 , 1 ,16/6/2017
,São Francisco do Sul,50.701 , 1 ,21/3/2013
,São João Batista,6.309 , 1 ,3/10/2017
,São João do Itaperiú,35.065 , 1 ,3/12/2013
,São João do Oeste,3.690 , 1 ,13/12/2013
,São João do Sul ,7.268 , - ,
,São Joaquim,26.646 , - ,
,São José,239.718 , 1 ,3/6/2013
,São José do Cedro,13.897 , - ,
,São José do Cerrito,8.588 , 1 ,20/8/2013
,São Lourenço do Oeste,23.698 , 1 ,4/3/2013
,São Ludgero,12.934 , 1 ,25/1/2013
,São Martinho,3.210 , - ,
,São Miguel da Boa Vista,1.848 , 1 ,27/7/2015
,São Miguel do Oeste,39.793 , 1 ,23/2/2015
,São Pedro de Alcântara,5.602 , 1 ,7/11/2017
,Saudades,9.664 , 1 ,20/11/2014
,Schroeder,20.095 , 1 ,3/12/2013
,Seara,17.526 , 1 ,21/1/2013
,Serra Alta,3.301 , 1 ,3/4/2014
,Siderópolis,13.870 , - ,
,Sombrio,29.710 , 1 ,16/6/2017
,Sul Brasil,2.551 , 1 ,4/3/2013
,Taió,18.261 , 1 ,18/5/2017
,Tangará ,8.738 , - ,
,Tigrinhos,1.695 , 1 ,26/2/2014
,Tijucas,36.931 , 1 ,12/8/2014
,Timbé do Sul,5.377 , 1 ,19/4/2017
,Timbó,42.801 , 1 ,3/12/2013
,Timbó Grande,7.767 , 1 ,3/5/2013
,Três Barras,19.146 , - ,
,Treviso,3.863 , 1 ,12/4/2013
,Treze de Maio,7.098 , - ,
,Treze Tílias,7.545 , 1 ,30/10/2013
,Trombudo Central,7.211 , 1 ,22/6/2017
,Tubarão,104.457 , 1 ,21/8/2014
,Tunápolis,4.597 , - ,
,Turvo,12.746 , 1 ,3/7/2014
,União do Oeste,2.600 , 1 ,12/11/2015
,Urubici,11.191 , - ,
,Urupema,2.487 , 1 ,27/7/2015
,Urussanga,21.177 , - ,
,Vargeão,3.590 , 1 ,18/1/2013
,Vargem,2.543 , - ,
,Vargem Bonita,4.597 , 1 ,7/7/2015
,Vidal Ramos,6.356 , 1 ,3/12/2013
,Videira,52.066 , - ,
,Vitor Meireles,5.056 , 1 ,2/12/2015
,Witmarsum,3.912 , 1 ,8/9/2017
,Xanxerê,49.738 , 1 ,18/1/2013
,Xavantina,4.012 , 1 ,21/3/2013
,Xaxim,28.210 , 1 ,4/3/2013
,Zortéa,3.300 , 1 ,21/8/2014
,SÃO PAULO,45.094.866, Sim ,7/11/2013
,São Paulo,12.106.920 , 1 ,27/8/2015
,Adamantina,35.139 , 1 ,23/1/2013
,Adolfo,3.609 , - , - 
,Aguaí,35.508 , - , - 
,Águas da Prata,8.104 , - ,
,Águas de Lindóia,18.509 , 1 ,16/6/2017
,Águas de Santa Bárbara,6.009 , - , - 
,Águas de São Pedro,3.268 , - , - 
,Agudos,36.880 , 1 ,21/3/2013
,Alambari,5.754 , - , - 
,Alfredo Marcondes,4.135 , - , - 
,Altair,4.109 , - , - 
,Altinópolis,16.219 , - , - 
,Alto Alegre,4.154 , - , - 
,Alumínio,18.324 , - , - 
,Álvares Florence,3.795 , - , - 
,Álvares Machado,24.813 , - , - 
,Álvaro de Carvalho,5.119 , 1 ,28/3/2017
,Alvinlândia,3.196 , - , - 
,Americana,233.868 , - , - 
,Américo Brasiliense,39.189 , - , - 
,Américo de Campos,5.967 , - , - 
,Amparo,71.193 , 1 ,3/4/2014
,Analândia,4.845 , - , - 
,Andradina,57.350 , 1 ,4/11/2014
,Angatuba,24.634 , - , - 
,Anhembi,6.484 , - , - 
,Anhumas,4.053 , 1 ,30/7/2014
,Aparecida,36.279 , 1 ,2/12/2015
,Aparecida D'Oeste,4.329 , - , - 
,Apiaí,24.945 , 1 ,24/5/2017
,Araçariguama,21.038 , 1 ,2/12/2015
,Araçatuba,194.874 , 1 ,28/12/2012
,Araçoiaba da Serra,32.495 , 1 ,3/6/2013
,Aramina,5.552 , - , - 
,Arandu,6.368 , - , - 
,Arapeí,2.509 , 1 ,17/9/2013
,Araraquara,230.770 , 1 ,21/3/2013
,Araras,131.282 , - , - 
,Arco-Íris,1.856 , - , - 
,Arealva,8.452 , - , - 
,Areias,3.879 , - , - 
,Areiópolis,11.107 , - , - 
,Ariranha,9.451 , - , - 
,Artur Nogueira,51.986 , - , - 
,Arujá,86.430 , 1 ,18/4/2013
,Aspásia,1.842 , - , - 
,Assis,102.924 , 1 ,29/2/2016
,Atibaia,139.683 , 1 ,7/11/2017
,Auriflama,15.085 , - , - 
,Avaí,5.337 , - , - 
,Avanhandava,13.112 , - , - 
,Avaré,89.479 , 1 ,4/11/2014
,Bady Bassitt,16.843 , - , - 
,Balbinos,5.188 , - , - 
,Bálsamo,8.908 , - , - 
,Bananal,10.867 , 1 ,5/9/2013
,Barão de Antonina,3.406 , - , - 
,Barbosa,7.251 , - , - 
,Bariri,34.602 , 1 ,24/5/2017
,Barra Bonita,36.331 , - , - 
,Barra do Chapéu,5.653 , 1 ,16/5/2017
,Barra do Turvo,7.781 , 1 ,2/5/2017
,Barretos,120.638 , 1 ,13/12/2013
,Barrinha,31.921 , - , - 
,Barueri,267.534 , 1 ,16/10/2014
,Bastos,21.073 , 1 ,6/10/2017
,Batatais,61.480 , 1 ,21/8/2014
,Bauru,371.690 , 1 ,12/2/2014
,Bebedouro,77.761 , - , - 
,Bento de Abreu,2.925 , 1 ,13/10/2017
,Bernardino de Campos,11.180 , - , - 
,Bertioga,59.297 , 1 ,2/1/2013
,Bilac,7.837 , - , - 
,Birigui,120.692 , 1 ,15/1/2014
,Biritiba-Mirim,31.793 , - , - 
,Boa Esperança do Sul,14.727 , - , - 
,Bocaina,12.040 , - , - 
,Bofete,11.236 , - , - 
,Boituva,57.910 , 1 ,31/8/2015
,Bom Jesus dos Perdões,24.023 , - , - 
,Bom Sucesso de Itararé,3.888 , 1 ,3/12/2013
,Borá,839 , 1 ,8/6/2017
,Boracéia,4.717 , - , - 
,Borborema,15.791 , - , - 
,Borebi,2.577 , - , - 
,Botucatu,142.546 , 1 ,24/4/2015
,Bragança Paulista,164.163 , 1 ,26/2/2014
,Braúna,5.557 , 1 ,26/2/2014
,Brejo Alegre,2.812 , - , - 
,Brodowski,24.092 , 1 ,5/9/2013
,Brotas,23.858 , - , - 
,Buri,19.737 , - , - 
,Buritama,16.841 , 1 ,21/3/2013
,Buritizal,4.408 , - , - 
,Cabrália Paulista,4.352 , - , - 
,Cabreúva,47.877 , 1 ,21/3/2013
,Caçapava,92.587 , - , - 
,Cachoeira Paulista,32.773 , - , - 
,Caconde,19.025 , - , - 
,Cafelândia,17.645 , - , - 
,Caiabu,4.211 , - , - 
,Caieiras,98.223 , 1 ,12/2/2014
,Caiuá,5.695 , - , - 
,Cajamar,73.921 , 1 ,2/1/2013
,Cajati,28.870 , 1 ,20/11/2014
,Cajobi,10.444 , - , - 
,Cajuru,25.655 , - , - 
,Campina do Monte Alegre,5.963 , - , - 
,Campinas,1.182.429 , 1 ,24/4/2013
,Campo Limpo Paulista,82.520 , 1 ,5/9/2013
,Campos do Jordão,51.454 , 1 ,2/1/2013
,Campos Novos Paulista,4.900 , - , - 
,Cananéia,12.609 , 1 ,18/4/2013
,Canas,4.975 , - , - 
,Cândido Mota,31.263 , - , - 
,Cândido Rodrigues,2.792 , - , - 
,Canitar,5.025 , 1 ,25/11/2013
,Capão Bonito ,47.463 , - , - 
,Capela do Alto,20.005 , - , - 
,Capivari,54.298 , 1 ,18/4/2013
,Caraguatatuba,116.786 , 1 ,7/7/2015
,Carapicuíba,396.587 , 1 ,25/11/2013
,Cardoso,12.328 , - , - 
,Casa Branca,30.144 , 1 ,21/8/2014
,Cássia dos Coqueiros,2.591 , - , - 
,Castilho,20.362 , - , - 
,Catanduva,120.691 , 1 ,21/3/2013
,Catiguá,7.700 , - , - 
,Cedral,8.971 , - , - 
,Cerqueira César,19.495 , 1 ,2/5/2017
,Cerquilho,46.733 , - ,
,Cesário Lange,17.587 , 1 ,8/6/2017
,Charqueada,16.772 , - , - 
,Chavantes,12.487 , - , - 
,Clementina,8.254 , - , - 
,Colina,18.376 , 1 ,21/3/2013
,Colômbia,6.225 , - , - 
,Conchal,27.554 , - , - 
,Conchas,17.638 , - , - 
,Cordeirópolis,23.793 , 1 ,24/7/2013
,Coroados,5.885 , - , - 
,Coronel Macedo,4.840 , - , - 
,Corumbataí,4.054 , - , - 
,Cosmópolis,69.086 , 1 ,7/5/2014
,Cosmorama,7.374 , 1 ,5/9/2013
,Cotia,237.750 , 1 ,21/3/2013
,Cravinhos,34.651 , - , - 
,Cristais Paulista,8.424 , - , - 
,Cruzália,2.161 , - , - 
,Cruzeiro ,81.724 , 1 ,8/9/2017
,Cubatão,128.748 , 1 ,11/4/2013
,Cunha,21.929 , - , - 
,Descalvado,33.346 , - , - 
,Diadema,417.869 , 1 ,26/2/2014
,Dirce Reis,1.785 , - , - 
,Divinolândia,11.384 , - , - 
,Dobrada,8.744 , - , - 
,Dois Córregos,26.891 , - , - 
,Dolcinópolis,2.136 , - , - 
,Dourado,8.909 , - , - 
,Dracena,46.324 , - , - 
,Duartina,12.549 , 1 ,23/8/2018
,Dumont,9.468 , - , - 
,Echaporã,6.247 , 1 ,13/12/2013
,Eldorado,15.436 , - , - 
,Elias Fausto,17.393 , - , - 
,Elisiário,3.537 , - , - 
,Embaúba,2.476 , - , - 
,Embu das Artes,267.054 , - , - 
,Embu-Guaçu,68.270 , 1 ,3/12/2013
,Emilianópolis,3.197 , - , - 
,Engenheiro Coelho,19.497 , - , - 
,Espírito Santo do Pinhal,44.170 , 1 ,16/10/2014
,Espírito Santo do Turvo,4.713 , - , - 
,Estiva Gerbi,11.067 , - , - 
,Estrela D'Oeste,8.466 , - , - 
,Estrela do Norte,2.769 , 1 ,7/7/2015
,Euclides da Cunha Paulista,9.559 , - , - 
,Fartura,16.028 , - , - 
,Fernando Prestes,68.670 , - , - 
,Fernandópolis ,5.782 , - , - 
,Fernão,1.691 , - , - 
,Ferraz de Vasconcelos,188.868 , 1 ,21/8/2014
,Flora Rica,1.571 , - , - 
,Floreal,2.982 , - , - 
,Florínia,14.282 , 1 ,11/4/2013
,Flórida Paulista,2.758 , 1 ,3/12/2013
,Franca,347.237 , - , - 
,Francisco Morato,171.602 , 1 ,24/1/2018
,Franco da Rocha,149.502 , 1 ,24/4/2015
,Gabriel Monteiro,2.791 , - , - 
,Gália,6.776 , - , - 
,Garça,44.582 , 1 ,28/12/2012
,Gastão Vidigal,4.683 , - , - 
,Gavião Peixoto,4.739 , - , - 
,General Salgado,10.951 , - , - 
,Getulina,11.362 , 1 ,28/12/2012
,Glicério,4.800 , 1 ,3/12/2013
,Guaiçara,11.869 , - , - 
,Guaimbê,5.737 , - , - 
,Guaíra,40.287 , - , - 
,Guapiaçu,20.637 , - , - 
,Guapiara,17.640 , - , - 
,Guará,21.081 , - , - 
,Guaraçaí,8.466 , 1 ,25/11/2013
,Guaraci,10.964 , - , - 
,Guarani D'Oeste,2.017 , - , - 
,Guarantã,6.672 , - , - 
,Guararapes,32.654 , - , - 
,Guararema,28.978 , 1 ,21/3/2013
,Guaratinguetá,120.417 , 1 ,27/4/2017
,Guareí,17.551 , 1 ,3/12/2013
,Guariba,39.216 , 1 ,21/8/2014
,Guarujá,315.563 , 1 ,6/9/2013
,Guarulhos,1.349.113 , 1 ,21/6/2016
,Guatapará,7.546 , - , - 
,Guzolândia,5.179 , - , - 
,Herculândia,9.397 , - , - 
,Holambra,14.012 , - , - 
,Hortolândia,222.186 , 1 ,31/1/2013
,Iacanga,11.343 , - , - 
,Iacri,6.434 , - , - 
,Iaras,8.484 , - , - 
,Ibaté,34.226 , - , - 
,Ibirá,12.096 , - , - 
,Ibirarema,7.540 , 1 ,30/6/2017
,Ibitinga,58.715 , - , - 
,Ibiúna,77.566 , 1 ,18/7/2017
,Icém,8.112 , - , - 
,Iepê,8.103 , - , - 
,Igaraçu do Tietê,24.596 , - , - 
,Igarapava,30.073 , - , - 
,Igaratá,9.443 , - , - 
,Iguape,30.644 , 1 ,2/1/2013
,Ilha Comprida,10.656 , 1 ,2/12/2015
,Ilha Solteira,26.540 , 1 ,12/12/2014
,Ilhabela,33.354 , 1 ,21/3/2013
,Indaiatuba,239.602 , - , - 
,Indiana,4.931 , - , - 
,Indiaporã,3.951 , - , - 
,Inúbia Paulista,3.933 , - , - 
,Ipaussu,14.766 , 1 ,30/7/2014
,Iperó,34.913 , - , - 
,Ipeúna,7.177 , - , - 
,Ipiguá,5.178 , - , - 
,Iporanga,4.299 , 1 ,25/11/2013
,Ipuã,15.932 , 1 ,4/10/2018
,Iracemápolis,23.264 , - , - 
,Irapuã,7.878 , - , - 
,Irapuru,8.248 , - , - 
,Itaberá,17.879 , - , - 
,Itaí,26.526 , - , - 
,Itajobi,15.246 , - , - 
,Itaju,3.703 , - , - 
,Itanhaém,98.629 , 1 ,6/9/2013
,Itaóca,3.341 , 1 ,18/5/2017
,Itapecerica da Serra,170.927 , 1 ,2/5/2016
,Itapetininga,160.070 , 1 ,28/9/2015
,Itapeva,93.570 , 1 ,12/8/2014
,Itapevi,229.502 , 1 ,2/1/2013
,Itapira,73.844 , 1 ,20/11/2014
,Itapirapuã Paulista,4.186 , - , - 
,Itápolis,42.747 , - , - 
,Itaporanga,15.165 , - , - 
,Itapuí,13.618 , 1 ,24/4/2015
,Itapura,4.802 , 1 ,16/10/2014
,Itaquaquecetuba,360.657 , - , - 
,Itararé,50.379 , 1 ,16/10/2014
,Itariri,17.062 , 1 ,4/11/2014
,Itatiba,116.503 , - , - 
,Itatinga,20.158 , 1 ,3/12/2013
,Itirapina,17.589 , - , - 
,Itirapuã,6.405 , - , - 
,Itobi,7.853 , - , - 
,Itu,170.157 , 1 ,19/9/2013
,Itupeva,57.031 , 1 ,31/1/2013
,Ituverava,41.414 , 1 ,12/2/2014
,Jaborandi,6.917 , - , - 
,Jaboticabal,76.563 , - , - 
,Jacareí,229.851 , 1 ,13/11/2013
,Jaci,6.728 , - , - 
,Jacupiranga,17.900 , 1 ,29/5/2015
,Jaguariúna,54.204 , 1 ,3/7/2014
,Jales,49.110 , - , - 
,Jambeiro,6.305 , 1 ,12/8/2014
,Jandira,121.492 , 1 ,3/12/2013
,Jardinópolis,42.904 , 1 ,21/3/2013
,Jarinu,28.540 , - , - 
,Jaú,146.338 , 1 ,4/11/2014
,Jeriquara,3.202 , - , - 
,Joanópolis,12.947 , 1 ,11/4/2013
,João Ramalho,4.468 , - , - 
,José Bonifácio,36.198 , - , - 
,Júlio Mesquita,4.733 , 1 ,19/11/2012
,Jumirim,3.237 , - , - 
,Jundiaí,409.497 , 1 ,24/5/2017
,Junqueirópolis,20.353 , - , - 
,Juquiá,19.192 , 1 ,3/12/2013
,Juquitiba,31.027 , - , - 
,Lagoinha,4.943 , - , - 
,Laranjal Paulista,27.890 , - , - 
,Lavínia,11.156 , - , - 
,Lavrinhas,7.150 , - , - 
,Leme,101.184 , 1 ,3/12/2013
,Lençóis Paulista,67.185 , - , - 
,Limeira,300.911 , 1 ,19/9/2013
,Lindóia,7.695 , - , - 
,Lins,77.021 , 1 ,7/5/2014
,Lorena,87.980 , - , - 
,Lourdes,2.270 , - , - 
,Louveira,45.922 , - , - 
,Lucélia,21.461 , - , - 
,Lucianópolis,2.381 , - , - 
,Luis Antônio,14.021 , 1 ,24/4/2015
,Luiziânia,5.633 , - , - 
,Lupércio,4.573 , - , - 
,Lutécia,2.705 , 1 ,3/12/2013
,Macatuba,17.111 , - , - 
,Macaubal,8.086 , 1 ,3/10/2017
,Macedônia,3.736 , - , - 
,Magda,3.185 , - , - 
,Mairinque,46.567 , 1 ,6/9/2013
,Mairiporã,95.601 , 1 ,7/7/2015
,Manduri,9.714 , - , - 
,Marabá Paulista,5.611 , - , - 
,Maracaí,13.981 , - , - 
,Marapoama,2.949 , - , - 
,Mariápolis,4.087 , - , - 
,Marília,235.234 , 1 ,3/12/2013
,Marinópolis,2.140 , - , - 
,Martinópolis,26.123 , 1 ,19/9/2013
,Matão,82.307 , - , - 
