NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2017],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],IDHM [2010],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
Campo Limpo Paulista,3509601,campo-limpense,ROBERTO ANTONIO JAPIM DE ANDRADE,79403,83735,932.92,769,189590,163427,20515.77,
Campos do Jordão,3509700,jordanense,FREDERICO GUIDONI SCARANELLO,290520,51763,164.76,749,196830,180379,23400.87,
Campos Novos Paulista,3509809,campos-novense,JÚLIO CÉSAR DO CARMO,484199,4932,9.38,706,21740,19665,28307.64,
Cananéia,3509908,cananeiense,GABRIEL DOS SANTOS OLIVEIRA ROSA,1237357,12539,9.86,720,53312,47260,16149.97,
Canas,3509957,canense,LUCEMIR DO AMARAL,53261,5071,82.33,704,22047,20465,30668.16,
Cândido Mota,3510005,cândido-motense,CARLOS ROBERTO BUENO,595811,31212,50.12,747,119067,91801,29350.05,
Cândido Rodrigues,3510104,cândido-rodriguense,ANTONIO CLAUDIO FALCHI,70892,2787,37.94,789,18558,14177,31697.40,
Canitar,3510153,canitarense,ANIBAL FELICIANO,57459,5139,76.34,680,19724,17007,20412.48,
Capão Bonito,3510203,capão-bonitense,MARCO ANTONIO CITADINI,1640230,47159,28.15,721,135940,122483,17535.99,
Capela do Alto,3510302,capelense,PERICLES GONÇALVES,169890,20419,103.20,699,59752,51832,14528.11,
Capivari,3510401,capivariano,RODRIGO ABDALA PROENÇA,322878,55141,150.45,750,211477,192162,29907.83,
Caraguatatuba,3510500,caraguatatubense,JOSE PEREIRA DE AGUILAR JUNIOR,484947,119625,207.88,759,671649,595361,23100.59,
Carapicuíba,3510609,carapicuibano,MARCO AURELIO DOS SANTOS NEVES,34546,398611,10698.32,749,547013.55501,517653.25798,13218.19,
Cardoso,3510708,cardosense,JAIR CESAR NATTES,639248,12303,18.45,722,46308,40320,16995.79,
Casa Branca,3510807,casa-branquense,MARCO CESAR DE PAIVA AGA,864225,30237,32.76,730,97519,92693,28207.64,
Cássia dos Coqueiros,3510906,cassiano,DILMA CUNHA DA SILVA,191683,2542,13.74,734,15899,13000,54076.60,
Castilho,3511003,castilhense,APARECIDA DE FATIMA GAVIOLI NASCIMENTO,1065318,20738,16.89,731,87054,77170,29524.83,
Catanduva,3511102,catanduvense,AFONSO MACCHIONE NETO,290596,121210,388.24,785,461372,403701,32110.65,
Catiguá,3511201,catigüense,VERA LUCIA DE AZEVEDO VALLEJO,148393,7752,48.03,751,21266,19438,13450.24,
Cedral,3511300,cedralense,PAULO RICARDO BEOLCHI DE LUCAS,197838,9125,40.33,766,37764,30961,30766.24,
Cerqueira César,3511409,cerqueirense,MARCOS ANTONIO ZALOTI,511621,19774,34.27,729,75975,64273,35531.70,
Cerquilho,3511508,cerquilhense,ALDOMIR JOSÉ SANSON,127803,48074,309.98,782,165450,138710,37056.84,
Cesário Lange,3511607,cesariano-lange,RONALDO PAIS DE CAMARGO,190392,17915,81.46,706,56793,53414,20966.88,
Charqueada,3511706,charqueadense,ROMEU ANTONIO VERDI,175846,17009,85.79,736,44566,38589,16381.07,
Clementina,3511904,clementinense,CÉLIA CONCEIÇÃO FREITAS GALHARDO,168590,8472,41.85,725,28839,25237,26394.01,
Colina,3512001,colinense,DIAB TAHA,422303,18398,41.11,757,80672,69472,62059.90,
Colômbia,3512100,colombiense,ENDRIGO LUCAS GAMBARATO BERTIN,728648,6203,8.22,710,43935,38619,54670.46,
Conchal,3512209,conchalense,LUIZ VANDERLEI MAGNUSSON,182793,27820,138.02,708,100961,86413,23443.53,
Conchas,3512308,conchense,ODIRLEI REIS,466120,17770,34.95,736,54724,50646,18466.68,
Cordeirópolis,3512407,cordeiropolense,JOSE ADINAN ORTOLAN,137579,24221,153.22,758,142099,121672,96056.59,
Coroados,3512506,coroadense,TEREZINHA APARECIDA CASTILHO VARONI,246825,5986,21.26,719,20830,18407,22589.03,
Coronel Macedo,3512605,macedense,JOSE ROBERTO SANTINONI VEIGA,303830,4728,16.45,690,22729,18982,15905.86,
Corumbataí,3512704,corumbataiense,LEANDRO MARTINEZ,278622,4047,13.90,754,25285,23448,41125.16,
Cosmópolis,3512803,cosmopolense,JOSE PIVATTO,154665,70998,380.37,769,171948,148442,19396.97,
Cosmorama,3512902,cosmoramense,LUIS FERNANDO GONÇALVES,441680,7316,16.33,722,30778,25647,30850.27,
Cotia,3513009,cotiano,ROGERIO CARDOSO FRANCO,323994,244694,620.81,780,795243,720867,47033.14,
Cravinhos,3513108,cravinhense,JOSÉ CARLOS CARRASCOSA DOS SANTOS,311423,34998,101.77,756,131081,111135,30163.95,
Cristais Paulista,3513207,cristalense,KATIUSCIA DE PAULA LEONARDO MENDES,385230,8541,19.70,734,29472,25482,21246.82,
Cruzália,3513306,cruzaliense,JOSÉ ROBERTO CIRINO,149330,2100,15.26,774,16229,14632,31800.10,
Cruzeiro,3513405,cruzeirense,THALES GABRIEL FONSECA,305699,81895,252.01,788,165656,147348,24424.50,
Cubatão,3513504,cubatense,ADEMARIO DA SILVA OLIVEIRA,142879,129760,830.91,737,1181573,985154,138153.22,
Cunha,3513603,cunhense,ROLIEN GUARDA GARCIA,1407250,21639,15.54,684,55363,51330,9706.96,
Descalvado,3513702,descalvadense,ANTONIO CARLOS RESCHINI,753706,33520,41.20,760,112356,92576,41764.12,
Diadema,3513801,diademense,LAURO MICHELS SOBRINHO,30732,420934,12536.99,757,1243623,1212704,31865.08,
Dirce Reis,3513850,dircense,EUCLIDES SCRIBONI BENINI,88133,1786,19.12,741,15517,12940,29611.09,
Divinolândia,3513900,divinolandense,NAIEF HADDAD NETO,223749,11208,50.46,734,41501,31181,23550.52,
Dobrada,3514007,dobradense,JOSÉ CARLOS SIMÃO,149729,8846,53.02,718,22281,18910,11337.93,
Dois Córregos,3514106,dois-correguense,RUY DIOMEDES FAVARO,632972,27112,39.12,725,79489,69737,25595.29,
Dolcinópolis,3514205,dolcinopolense,AMÉRICO RIBEIRO DO NASCIMENTO,77939,2119,26.76,742,13252,9815,20261.42,
Dourado,3514304,douradense,LUIZ ANTONIO ROGANTE JUNIOR,205874,8868,41.82,738,32243,27454,78615.59,
Dracena,3514403,dracenense,JULIANO BRITO BERTOLINI,487688,46536,88.64,776,119376,109361,24326.29,
Duartina,3514502,duartinense,ADERALDO PEREIRA DE SOUZA JUNIOR,264557,12457,46.31,748,42599,34796,17142.20,
Dumont,3514601,dumonense,ALAN FRANCISCO FERRACINI,111376,9708,73.13,744,29559,25847,25206.39,
Echaporã,3514700,echaporense,LUIS GUSTAVO EVANGELISTA,515258,6141,12.26,745,25859,21629,20518.61,
Eldorado,3514809,eldoradense,DURVAL ADELIO DE MORAIS,1654256,15443,8.85,691,45712,39755,14561.67,
Elias Fausto,3514908,elias-faustense,MAURICIO BARONI BERNARDINETTI,202360,17604,77.83,695,56796,52156,34474.83,
Elisiário,3514924,elisiarense,RUBENS FRANCISCO,93980,3604,33.20,747,17787,15070,17926.03,
Embaúba,3514957,embaubense,ROGERIO CLEBER PERES,83129,2456,29.15,730,17246,14038,19309.05,
Embu das Artes,3515004,embuense,CLAUDINEI ALVES DOS SANTOS,70398,270843,3412.89,735,619273,559807,37832.19,
Embu-Guaçu,3515103,embu-guaçuense,MARIA LUCIA DA SILVA MARQUES,155641,68856,403.32,749,146777,127156,15691.80,
Emilianópolis,3515129,emilianópolense,JOÃO BATISTA AMARAL,225167,3202,13.45,727,16099,13959,18741.24,
Engenheiro Coelho,3515152,engenheiro coelhense,PEDRO FRANCO DE OLIVEIRA,109941,20284,142.99,732,54941,50225,23074.63,
Espírito Santo do Pinhal,3515186,pinhalense,SERGIO DEL BIANCHI JUNIOR,389235,44186,107.61,787,109536,98304,30140.43,
Espírito Santo do Turvo,3515194,espírito santense,AFONSO NASCIMENTO NETO,193666,4779,21.92,696,20621,17943,15358.13,
Estrela d'Oeste,3515202,estrelense,ANTONIO VALTER DOS SANTOS,296281,8418,27.69,760,35527,32892,68319.50,
Estrela do Norte,3515301,estrelense,CICERO CIRINO DA SILVA,264987,2762,10.09,740,16898,14342,30148.17,
Euclides da Cunha Paulista,3515350,euclidense,CHRISTIAN FUZIKI IKEDA,573894,9419,16.66,704,29092,26472,11689.99,
Fartura,3515400,farturense,HAMILTON CESAR BORTOTTI,429171,16001,35.70,732,49079,43960,22290.20,
Fernandópolis,3515509,fernandopolense,ANDRÉ GIOVANNI PESSUTO CANDIDO,549797,68823,117.62,797,199251,174683,28882.59,
Fernando Prestes,3515608,fernando-prestense,BENTO LUCHETTI JUNIOR,169990,5771,32.43,758,22629,19679,28412.16,
Fernão,3515657,fernãoense,ADELCIO APARECIDO MARTINS,100504,1704,15.51,703,16383,11484,28885.48,
Ferraz de Vasconcelos,3515707,ferrazense,JOSÉ CARLOS FERNANDES CHACON,29564,191993,5692.55,738,323759,267262,15304.53,
Flora Rica,3515806,flora-riquense,JOSE DE CASTRO AGUIAR FILHO,224711,1499,7.78,727,14077,12147,22168.40,
Floreal,3515905,florealense,JOÃO MANOEL DE CASTILHO,204236,2934,14.70,747,21077,17440,18394.68,
Flórida Paulista,3516002,floridense,WILSON FROIO JUNIOR,524138,14486,24.47,715,36646,31879,13293.30,
Florínea,3516101,florinense ou florineano,PAULO EDUARDO PINTO,225886,2699,12.54,713,19383,16583,43838.84,
Franca,3516200,francano,GILSON DE SOUZA,605679,350400,526.09,780,720800,693765,28108.23,
Francisco Morato,3516309,moratense,RENATA TORRES DE SENE,49001,174008,3147.80,703,322464,283062,8074.58,
Franco da Rocha,3516408,franco-rochense,FRANCISCO DANIEL CELEGUIM DE MORAIS,132775,152433,980.95,731,323544,283286,16661.58,
Gabriel Monteiro,3516507,monteirense,VANDERLEI ANTONINHO MENDONÇA,138681,2776,19.55,763,15780,13892,21292.45,
Gália,3516606,galiense,RENATO INACIO GONÇALVES,355914,6615,19.69,709,24207,20713,17968.98,
Garça,3516705,garcense,JOAO CARLOS DOS SANTOS,555807,44370,77.60,769,154648,136607,24487.27,
Gastão Vidigal,3516804,vidigalense,ROBERTO CARLOS DA SILVA BRESEGHELLO,180569,4754,23.17,723,19005,15222,12848.93,
Gavião Peixoto,3516853,gavionense,GUSTAVO MARTINS PICCOLO,243766,4762,18.13,719,45966,37049,182468.00,
General Salgado,3516903,salgadense,LEANDRO ROGERIO DE OLIVEIRA,494376,10876,21.63,747,42541,44199,48234.52,
Getulina,3517000,getulinense,ANTONIO CARLOS MAIA FERREIRA,676755,11370,15.86,717,31784,27481,15019.60,
Glicério,3517109,glicerense,ILDO DE SOUZA,272800,4801,16.69,735,21451,18523,21302.04,
Guaiçara,3517208,guaiçarense,OSVALDO AFONSO COSTA,277154,12039,39.35,739,34949,29778,15901.94,
Guaimbê,3517307,guaimbeense,ALBERTINO DOMINGUES BRANDÃO,217811,5743,24.88,728,23824,19316,12751.97,
Guaíra,3517406,guairense,JOSÉ EDUARDO COSCRATO LELIS,1258465,40533,29.72,753,184411,156566,95399.47,
Guapiaçu,3517505,guapiaçuense,CARLOS CESAR ZAITUNE,325126,21125,55.00,725,77411,61873,24986.51,
Guapiara,3517604,guapiense,JUSMARA RODOLFO PASSARO,408292,17293,44.08,675,50173,44568,29812.01,
Guará,3517703,guaraense,MARCO AURÉLIO MIGLIORI,362183,21129,54.78,718,64882,54905,19333.63,
Guaraçaí,3517802,guaraçaiense,NELSON KAZUMI TANAKA,569197,8357,14.80,719,30111,25903,30594.94,
Guaraci,3517901,guaraciense,ELSON MACHADO SILVEIRA,641501,11088,15.55,737,52473,47172,29937.88,
Guarani d'Oeste,3518008,guaraniense,NILSON TIMPORIM CAFFER,85700,2002,23.03,732,15147,11611,15180.46,
Guarantã,3518107,guarantãense,CLAUDIO JOSE DA TRINDADE,461746,6654,13.89,713,23153,18917,22115.08,
Guararapes,3518206,guararapense,TAREK DARGHAM,955637,32774,31.99,763,93651,86916,38069.46,
Guararema,3518305,guararemense,ADRIANO DE TOLEDO LEITE,270816,29451,95.43,731,165358,161320,49785.35,
Guaratinguetá,3518404,guaratinguetaense,MARCUS AUGUSTIN SOLIVA,752636,121073,148.91,798,314633,304896,35347.70,
Guareí,3518503,guareiense,JOSÉ AMADEU DE BARROS,567884,18143,25.72,687,43591,36441,13307.71,
Guariba,3518602,guaribense,FRANCISCO DIAS MANÇANO JUNIOR,270289,39714,131.29,719,112250,94829,30226.80,
Guarujá,3518701,guarujaense,VALTER SUMAN,144794,318107,2026.80,751,1349180,1153554,25224.38,
Guarulhos,3518800,guarulhense,GUSTAVO HENRIC COSTA,318675,1365899,3834.51,763,4189491,3985439,40367.54,
Guatapará,3518859,guataparaense,JURACI COSTA DA SILVA,413567,7602,16.84,743,32271,26671,27492.67,
Guzolândia,3518909,guzolandense,LUIZ ANTONIO PEREIRA DE CARVALHO,252477,5226,18.86,697,20936,17602,12581.98,
Herculândia,3519006,herculandense,RICHARDSON BRANCO NUNES,364252,9462,23.85,727,26291,22891,28896.01,
Holambra,3519055,holambrense,FERNANDO FIORI DE GODOY,65577,14579,172.30,793,77486,67934,66380.04,
Hortolândia,3519071,hortolandense,ANGELO AUGUSTO PERUGINI,62416,227353,3094.16,756,780150,674186,52570.87,
Iacanga,3519105,iacanguense,ISMAEL EDSON BOIANI,547393,11559,18.29,745,48462,41284,56215.83,
Iacri,3519204,iacriano,CARLOS ALBERTO FREIRE,321948,6348,19.90,733,20293,17172,23150.97,
Iaras,3519253,iarense,FRANCISCO PINTO DE SOUZA,401381,8956,15.89,674,26898,23493,16389.78,
Ibaté,3519303,ibateense,JOSE LUIZ PARELLA,290978,34726,105.74,703,90980,82515,22849.38,
Ibirá,3519402,ibiraense,EDVARD ALBERTO COLOMBO,271912,12264,40.07,740,40859,37142,18450.48,
Ibirarema,3519501,ibiraremense,THIAGO ANTÔNIO BRIGANÓ,228230,7663,29.45,708,27437,23892,47003.22,
Ibitinga,3519600,ibitinguense,CRISTINA MARIA KALIL ARANTES,689391,59451,77.12,747,145376,134352,23270.16,
Ibiúna,3519709,ibiunense,JOÃO BENEDICTO DE MELLO NETO,1058082,78262,67.31,710,199573,184089,20750.45,
Icém,3519808,icense,MARIA DE LOURDES GOMES DA SILVA DE MORAI,362355,8181,20.58,720,35975,33596,50308.27,
Iepê,3519907,iepense,ANTONIO MENOCCI,594974,8124,12.81,736,34905,30166,30175.51,
Igaraçu do Tietê,3520004,iguaraçuense,CARLOS ALBERTO VARASQUIM,97747,24598,239.07,727,65625,59176,11474.74,
Igarapava,3520103,igarapavense,JOSE RICARDO RODRIGUES MATTAR,468246,30246,59.70,768,90034,82825,36465.62,
Igaratá,3520202,igaratense,CELSO FORTES PALAU,292953,9483,30.14,711,42457,38532,18916.28,
Iguape,3520301,iguapense,WILSON ALMEIDA LIMA,1978795,30721,14.58,726,104794,89270,20333.94,
Ilhabela,3520400,ilhabelense,MARCIO BATISTA TENÓRIO,346389,34333,81.13,756,635442,417018,91873.77,
Ilha Comprida,3520426,ilha compridense,GERALDINO BARBOSA DE OLIVEIRA JÚNIOR,196567,10965,47.01,725,93861,93030,52999.97,
Ilha Solteira,3520442,ilhense,EDSON GOMES,652641,26582,38.42,812,129476,111432,21499.82,
Indaiatuba,3520509,indaiatubano,NILSON ALCIDES GASPAR,311545,246908,646.11,788,1136121,959512,49861.28,
Indiana,3520608,indianense,CELEIDE APARECIDA FLORIANO,129367,4892,38.11,761,16702,15679,12159.98,
Indiaporã,3520707,indiaporãense,ELAINE ALVARES SILVEIRA ROCHA,279606,3908,13.96,751,21292,18982,18324.50,
Inúbia Paulista,3520806,inubense,JOAO SOARES DOS SANTOS,87119,3963,41.53,759,16474,14359,31752.98,
Ipaussu,3520905,ipauçuense,SERGIO GALVANIN GUIDIO FILHO,209554,14869,65.17,727,47999,42595,25058.43,
Iperó,3521002,iperoense,VANDERLEI POLIZELI,170289,36280,166.20,719,91127,82686,13953.02,
Ipeúna,3521101,ipeunense,JOSE ANTONIO DE CAMPOS,190010,7401,31.66,753,30813,26384,93626.98,
Ipiguá,3521150,ipiguaense,EMILIO PAZIANOTO,136028,5306,32.89,730,22997,18142,16786.90,
Iporanga,3521200,iporanguense,VALMIR DA SILVA,1152059,4238,3.73,703,22215,19385,10155.91,
Ipuã,3521309,ipuãnense,JOSE FRANCISCO SOUZA AVILA,466461,16209,30.37,749,59873,54485,22446.38,
Iracemápolis,3521408,iracemapolense,FABIO FRANCISCO ZUZA,115118,23846,173.99,776,78957,76108,50771.27,
Irapuã,3521507,irapuense,HAROLDO JOSE PEREIRA CIOCCA,257612,7937,28.21,713,23318,20795,18630.64,
Irapuru,3521606,irapuruense,SILVIO USHIJIMA,214461,8261,36.24,712,20511,18151,10225.93,
Itaberá,3521705,itaberaense,ALEX ROGERIO CAMARGO DE LACERDA,1100248,17635,16.08,693,58975,52125,32218.56,
Itaí,3521804,itaiense,THIAGO DOS SANTOS MICHELIN,1092884,26861,22.17,713,99937,76142,29331.50,
Itajobi,3521903,itajobiense,LAIRTO LUIZ PIOVESANA FILHO,502066,15226,28.99,730,77702,63682,36847.73,
Itaju,3522000,itajuense,JOSE LUIS FURCIN,230355,3782,14.12,705,18533,15730,25664.53,
Itanhaém,3522109,itanhaense,MARCO AURELIO GOMES DOS SANTOS,601711,100496,144.69,745,399005,378386,16454.23,
Itaóca,3522158,itaoquense,FREDERICO DIAS BATISTA,183015,3326,17.64,680,17318,16179,10752.82,
Itapecerica da Serra,3522208,itapecericano,JORGE JOSÉ DA COSTA,150742,173672,1011.57,742,427265,366305,22786.72,
Itapetininga,3522307,itapetingano,SIMONE APARECIDA CURRALADAS DOS SANTOS,1789350,162231,80.65,763,448514,426755,29339.86,
Itapeva,3522406,itapevense,LUIZ ANTONIO HUSSNE CAVANI,1826258,93892,48.05,732,324342,263973,25871.65,
Itapevi,3522505,itapeviense,IGOR SOARES EBERT,82658,234352,2428.88,735,716999,533971,53634.91,
Itapira,3522604,itapirense,JOSE NATALINO PAGANINI,518416,74299,132.21,762,266467,250340,46737.42,
Itapirapuã Paulista,3522653,itapirapuã paulistense,JOAO BATISTA DE ALMEIDA CESAR,406478,4213,9.55,661,20170,15842,8082.46,
Itápolis,3522703,itapolitano,EDMIR ANTONIO GONÇALVES,996747,42903,40.18,744,120555,108053,27691.66,
Itaporanga,3522802,itaporanguense,VILSON APARECIDO RODRIGUES,507997,15125,28.66,719,32659,34983,18522.50,
Itapuí,3522901,itapuiense,ANTONIO ALVARO DE SOUZA,140023,13833,86.46,725,49511,40320,45293.19,
Itapura,3523008,itapurense,FABIO DOURADO,301653,4860,14.46,720,28078,22979,20925.19,
Itaquaquecetuba,3523107,itaquaquecetubano,MAMORU NAKASHIMA,82622,366519,3895.24,714,628168,573773,18240.37,
Itararé,3523206,itarareense,HELITON SCHEIDT DO VALLE,1003860,50360,47.76,703,113322,100270,18374.14,
Itariri,3523305,itaririense,DINAMERICO GONÇALVES PERONI,273667,17271,56.53,677,39545,34886,13696.27,
Itatiba,3523404,itatibense,DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA,322276,119090,314.90,778,373052,368196,44580.54,
Itatinga,3523503,itatinguense,PAULO MARCOS BORGES DOS SANTOS,979817,20467,18.42,706,69738,60680,13308.85,
Itirapina,3523602,itirapinense,JOSE MARIA CANDIDO,564603,17922,27.49,724,69875,63370,23278.90,
Itirapuã,3523701,itirapuãnense,RUI GONÇALVES,161118,6453,36.71,707,20046,17689,12244.56,
Itobi,3523800,itobiano,ANTONIO ELIAS FILHO,138986,7830,54.20,717,18361,16580,16244.19,
Itu,3523909,ituano,GUILHERME DOS REIS GAZZOLA,640719,172268,241.01,773,629552,530164,45313.77,
Itupeva,3524006,itupevense,MARCO ANTONIO MARCHI,200816,59649,223.38,762,256242,225372,84277.15,
Ituverava,3524105,ituveravense,ADRIANA QUIREZA JACOB LIMA MACHADO,704659,41598,54.87,765,150383,136067,30266.17,
Jaborandi,3524204,jaborandiense,MARCOS ANTONIO DANIEL,273438,6911,24.11,711,29164,25816,20466.28,
Jaboticabal,3524303,jaboticabalense,JOSÉ CARLOS HORI,706602,76864,101.42,778,291166,269874,35019.92,
Jacareí,3524402,jacareiense,IZAIAS JOSÉ DE SANTANA,464272,231863,454.94,777,915154,795619,43735.14,
Jaci,3524501,jaciense,RAFAEL TRÍDICO,145133,6934,38.87,723,28178,23168,58703.27,
Jacupiranga,3524600,jacupiranguense,DEBORA CRISTINA VOLPINI,704189,17842,24.44,717,49043,42477,24919.81,
Jaguariúna,3524709,jaguariunense,MÁRCIO GUSTAVO BERNARDES REIS,141391,56221,313.37,784,380624,302431,158703.96,
Jales,3524808,jalesense,FLAVIO PRANDI FRANCO,368574,49011,127.57,776,185955,135607,26810.58,
Jambeiro,3524907,jambeirense,CARLOS ALBERTO DE SOUZA,184413,6485,29.01,756,31790,27671,44348.46,
Jandira,3525003,jandirense,PAULO FERNANDO BARUFI DA SILVA,17449,123481,6207.76,760,52875,235986,28454.96,
Jardinópolis,3525102,jardinopolense,JOÃO CIRO MARCONI,501870,43774,74.99,735,129584,120448,23899.44,
Jarinu,3525201,jarinuense,ELIANE LORENCINI CAMARGO,207549,29456,114.85,733,111673,107960,70617.60,
Jaú,3525300,jauense,RAFAEL LUNARDELLI AGOSTINI,687103,148581,191.09,778,384451,361305,29873.78,
Jeriquara,3525409,jeriquarense,EDER LUIZ CARVALHO GONÇALVES,141971,3168,22.26,703,17854,15767,30240.12,
Joanópolis,3525508,joanopolitano,MAURO APARECIDO GARCIA BANHOS,374291,13098,31.44,699,39222,35825,15749.40,
João Ramalho,3525607,ramalhense,WAGNER MATHIAS,415452,4495,9.99,741,25663,19048,35767.38,
José Bonifácio,3525706,bonifacense,CELSO OLIMAR CALGARO,860200,36655,38.10,777,103319,85049,34431.94,
Júlio Mesquita,3525805,júlio-mesquitense,JOSE CARLOS MIRA,128183,4752,34.55,716,18018,16294,10823.59,
Jumirim,3525854,jumirense,DARCI SCHIAVI,56685,3315,49.36,741,19564,15939,22526.58,
Jundiaí,3525904,jundiaiense,LUIZ FERNANDO ARANTES MACHADO,431207,414810,858.42,822,2111467,1856200,98049.82,
Junqueirópolis,3526001,junqueiropolense,HELIO APARECIDO MENDES FURINI,582565,20524,32.12,745,67489,60105,47068.18,
Juquiá,3526100,juquiaense,RENATO DE LIMA SOARES,812799,18908,23.68,700,51990,43324,17953.89,
Juquitiba,3526209,juquitibense,AYRES SCORSATTO,522169,31235,55.03,709,79487,73190,14348.63,
Lagoinha,3526308,lagoinhense,CLAUDIO HENRIQUE DA SILVA,255472,4903,18.95,693,18655,15385,11629.45,
Laranjal Paulista,3526407,laranjalense,ALCIDES DE MOURA CAMPOS JUNIOR,384274,28240,65.75,729,87440,80132,31815.57,
Lavínia,3526506,lavinense,CLOVIS IZIDIO DE ALMEIDA,537675,11667,16.33,721,40124,31921,13460.71,
Lavrinhas,3526605,lavrinhense,SERGIO RUGGERI DE MELO,167067,7207,39.45,729,23389,21426,14740.71,
Leme,3526704,lemense,WAGNER RICARDO ANTUNES FILHO,402871,102412,227.75,744,321604,282627,29326.69,
Lençóis Paulista,3526803,lençoiense,ANDERSON PRADO DE LIMA,809541,67859,75.88,764,277427,209269,36824.98,
Limeira,3526902,limeirense,MÁRIO CELSO BOTION,580711,303682,475.32,775,1030816,900521,37057.35,
Lindóia,3527009,lindoiano,LUIZ CARLOS SCARPIONI ZAMBOLIM,48756,7864,137.67,742,32920,30621,19990.11,
Lins,3527108,linense,EDGAR DE SOUZA,570058,77510,124.98,786,204527,182874,55070.04,
Lorena,3527207,lorenense,FABIO MARCONDES,414160,88276,199.29,766,203443,187991,26852.97,
Lourdes,3527256,lourdense,GISELE TONCHIS,113940,2278,18.71,742,14174,12044,16755.30,
Louveira,3527306,louveirense,NICOLAU FINAMORE JUNIOR,55133,47748,673.37,777,474676,383525,250827.01,
Lucélia,3527405,luceliense,CARLOS ANANIAS CAMPOS DE SOUZA JUNIOR,314810,21604,63.17,752,54483,44594,18542.56,
Lucianópolis,3527504,lucianopolense,HUMBERTO ZANINOTO MALDONADO,189536,2385,11.85,733,16107,12906,22460.63,
Luís Antônio,3527603,luís-antoniense,GABRIEL CARVALHAES ROSATTI,598257,14592,18.85,731,72401,60721,74444.27,
Luiziânia,3527702,luiziano,RICARDO MATHIAS BERTAGLIA,166576,5723,30.20,702,17629,15680,12438.45,
Lupércio,3527801,lupercense,ANEZIO KEMP,155171,4571,28.18,724,17166,16094,11416.47,
Lutécia,3527900,luteciano,EDUARDO GIROTTO,475226,2663,5.71,720,17604,14802,32273.06,
Macatuba,3528007,macatubense,MARCOS DONIZETI OLIVATTO,224514,17111,72.19,770,74107,62455,36621.93,
Macaubal,3528106,macaubalense,JOAO FLORENTINO NETO,248087,8093,30.88,743,24363,21438,17767.27,
Macedônia,3528205,macedoniense,LUCILENE CABREIRA GARCIA MARSOLA,327567,3704,11.18,740,21298,18452,19178.36,
Magda,3528304,magdense,VIVIANE APARECIDA CASELLI VITAL,312282,3136,10.27,753,23504,20816,21246.60,
